"Continent","Country","City","State/Province","Airport Name","ICAO","IATA","Channel Description","Stream URL","Webcam URL","NearbyICAOs"
"Europe","Netherlands","Rotterdam","","Rotterdam The Hague Airport","EHRD","RTM","Rotterdam Approach 127.025","https://www.liveatc.net/play/ehrd1_app2.pls","",""
"Europe","Netherlands","Rotterdam","","Rotterdam The Hague Airport","EHRD","RTM","Rotterdam ATIS","https://www.liveatc.net/play/ehrd1_atis.pls","",""
"Europe","Netherlands","Rotterdam","","Rotterdam The Hague Airport","EHRD","RTM","Schiphol Approach (EHRD Area)","https://www.liveatc.net/play/ehrd1_eham_app.pls","",""
"Europe","Norway","Alesund","","Alesund Airport, Vigra","ENAL","AES","ENAL Tower","https://www.liveatc.net/play/enal4.pls","",""
"Europe","Norway","Alta","","Alta Airport","ENAT","ALF","ENAT Twr/App/Control","https://www.liveatc.net/play/enat2.pls","",""
"Europe","Norway","Bodo","","Bodo Airport","ENBO","BOO","ENBO Approach","https://www.liveatc.net/play/enbo_app.pls","",""
"Europe","Norway","Bodo","","Bodo Airport","ENBO","BOO","ENBO Tower","https://www.liveatc.net/play/enbo_twr.pls","",""
"Europe","Norway","Evenes","","Harstad/Narvik Airport","ENEV","EVE","ENEV Twr/App/ACC","https://www.liveatc.net/play/enev.pls","",""
"Europe","Norway","Farsund","","Farsund Airport, Lista","ENLI","FAN","ENLI CTAF","https://www.liveatc.net/play/enli3_ctaf.pls","","ENCN;ENZV"
"Europe","Norway","Farsund","","Farsund Airport, Lista","ENLI","FAN","ENLI GA","https://www.liveatc.net/play/enli3_ga.pls","","ENCN;ENZV"
"Europe","Norway","Farsund","","Farsund Airport, Lista","ENLI","FAN","Polaris FIR Sector 09/12","https://www.liveatc.net/play/enli3_pol9.pls","","ENCN;ENZV"
"Europe","Norway","Farsund","","Farsund Airport, Lista","ENLI","FAN","Polaris FIR Sector 10/11","https://www.liveatc.net/play/enli3_pol10.pls","","ENCN;ENZV"
"Europe","Norway","Kirkenes","","Kirkenes Airport","ENKR","KKN","ENKR/ENVD Twr/App","https://www.liveatc.net/play/enkr2.pls","",""
"Europe","Norway","Kristiansand","","Kristiansand Airport - Kjevik","ENCN","KRS","ENCN Tower/Approach","https://www.liveatc.net/play/encn.pls","",""
"Europe","Norway","Langnes","","Tromso Airport","ENTC","TOS","Tower/Approach","https://www.liveatc.net/play/entc.pls","",""
"Europe","Norway","Moss","","Moss Airport - Rygge","ENRY","RYG","ENOR Sector 8","https://www.liveatc.net/play/enor_sector8.pls","",""
"Europe","Norway","Moss","","Moss Airport - Rygge","ENRY","RYG","ENRY Tower","https://www.liveatc.net/play/enry_twr.pls","",""
"Europe","Norway","Oslo","","Oslo Gardermoen Airport","ENGM","OSL","Approach/Polaris ACC","https://www.liveatc.net/play/eneg2.pls","",""
"Europe","Norway","Oslo","","Oslo Gardermoen Airport","ENGM","OSL","Tower","https://www.liveatc.net/play/engm4.pls","",""
"Europe","Norway","Sandefjord","","Sandefjord Airport - Torp","ENTO","TRF","ENTO App/Dep","https://www.liveatc.net/play/ento_tma.pls","",""
"Europe","Norway","Sandefjord","","Sandefjord Airport - Torp","ENTO","TRF","ENTO Control Sector 4","https://www.liveatc.net/play/ento_ctl_4.pls","",""
"Europe","Norway","Sandefjord","","Sandefjord Airport - Torp","ENTO","TRF","ENTO Tower","https://www.liveatc.net/play/ento_twr.pls","",""
"Europe","Norway","Sandefjord","","Sandefjord Airport - Torp","ENTO","TRF","ENTO Tower/App","https://www.liveatc.net/play/ento.pls","",""
"Europe","Norway","Sandefjord","","Sandefjord Airport - Torp","ENTO","TRF","ENTO Twr/App","https://www.liveatc.net/play/ento_twr_tma.pls","",""
