"Continent","Country","City","State/Province","Airport Name","ICAO","IATA","Channel Description","Stream URL","Webcam URL","NearbyICAOs"
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Ground (North/Sec)","https://www.liveatc.net/play/kphx_gnd_n2.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Ground (South)","https://www.liveatc.net/play/kphx_gnd_s.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Tower (Discrete/Emergency)","https://www.liveatc.net/play/kphx4_twr_em.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Tower (North)","https://www.liveatc.net/play/kphx_twr_n.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Tower (North/South)","https://www.liveatc.net/play/kphx_twr_both.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","KPHX Tower (South)","https://www.liveatc.net/play/kphx_twr_s.pls","",""
"North America","United States","Phoenix","Arizona","Phoenix Sky Harbor International Airport","KPHX","PHX","ZAB Sector 38 (Miami Low)","https://www.liveatc.net/play/kphx4_zab38.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Area Emergency/Guard","https://www.liveatc.net/play/kprc1_guard.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC ATIS","https://www.liveatc.net/play/kprc1_atis.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Ground","https://www.liveatc.net/play/kprc1_gnd.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Ground/Tower","https://www.liveatc.net/play/kprc1_gnd_twr.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Practice Area","https://www.liveatc.net/play/kprc1_pa.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Tower (1/2)","https://www.liveatc.net/play/kprc1_twr.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Tower 1","https://www.liveatc.net/play/kprc1_twr1.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","KPRC Tower 2","https://www.liveatc.net/play/kprc1_twr2.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","Phoenix Approach (Jerome Sector/PRC/SEZ Area)","https://www.liveatc.net/play/kprc1_app_133575.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","Phoenix Approach (Jerome/Kachina Sectors)","https://www.liveatc.net/play/kprc1_app.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","Phoenix Approach (Kachina Sector/FLG Area)","https://www.liveatc.net/play/kprc1_app_126375.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","ZAB Sector 43","https://www.liveatc.net/play/kprc1_zab_128450.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","ZAB Sector 45","https://www.liveatc.net/play/kprc1_zab_127675.pls","",""
"North America","United States","Prescott","Arizona","Ernest A. Love Field Airport","KPRC","PRC","ZAB Sector 92","https://www.liveatc.net/play/kprc1_zab_135325.pls","",""
"North America","United States","Scottsdale","Arizona","Scottsdale Airport","KSDL","SDL","KPHX Approach (Biltmore Sector)","https://www.liveatc.net/play/kphx4_app_sdl.pls","",""
"North America","United States","Scottsdale","Arizona","Scottsdale Airport","KSDL","SDL","KSDL ATIS","https://www.liveatc.net/play/ksdl2_atis.pls","",""
"North America","United States","Scottsdale","Arizona","Scottsdale Airport","KSDL","SDL","KSDL Emergency/Guard","https://www.liveatc.net/play/ksdl2_guard.pls","",""
"North America","United States","Scottsdale","Arizona","Scottsdale Airport","KSDL","SDL","KSDL Ground","https://www.liveatc.net/play/ksdl2_gnd.pls","",""
"North America","United States","Scottsdale","Arizona","Scottsdale Airport","KSDL","SDL","KSDL Tower #2","https://www.liveatc.net/play/ksdl2_twr.pls","",""
"North America","United States","Tucson","Arizona","Davis Monthan Air Force Base","KDMA","DMA","KDMA/KTUS Twr/Ops/ZAB","https://www.liveatc.net/play/ktus.pls","",""
"North America","United States","Tucson","Arizona","Davis Monthan Air Force Base","KDMA","DMA","KTUS Del/Gnd/Twr/App/KDMA","https://www.liveatc.net/play/ktus2.pls","",""
"North America","United States","Tucson","Arizona","Tucson International Airport","KTUS","TUS","KDMA/KTUS Twr/Ops/ZAB","https://www.liveatc.net/play/ktus.pls","",""
"North America","United States","Tucson","Arizona","Tucson International Airport","KTUS","TUS","KTUS Del/Gnd/Twr/App/KDMA","https://www.liveatc.net/play/ktus2.pls","",""
"North America","United States","Tucson","Arizona","Tucson International Airport","KTUS","TUS","ZAB Sector 46 (Tucson Low)","https://www.liveatc.net/play/zab46.pls","",""
"North America","United States","Tucson","Arizona","Tucson International Airport","KTUS","TUS","ZAB Sector 91 (Gila Bend High)","https://www.liveatc.net/play/kphx4_zab91.pls","",""
"North America","United States","Yuma","Arizona","Yuma MCAS/International Airport","KNYL","NYL","KNYL Del/Gnd/Twr/App/ZLA","https://www.liveatc.net/play/knyl1_local.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","KFYV ATIS","https://www.liveatc.net/play/kfyv1_atis.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","KFYV Ground","https://www.liveatc.net/play/kfyv1_gnd.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","KFYV Razorback Approach","https://www.liveatc.net/play/kfyv1_app.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","KFYV Tower","https://www.liveatc.net/play/kfyv1_twr.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","Memphis Center (Sector 02 Fayetteville Low)","https://www.liveatc.net/play/kfyv1_zme02_126100.pls","",""
"North America","United States","Fayetteville","Arkansas","Drake Field Airport","KFYV","FYV","Memphis Center (Sector 22 Razorback High)","https://www.liveatc.net/play/kfyv1_zme22_132550.pls","",""
"North America","United States","Fort Smith","Arkansas","Fort Smith Regional Airport","KFSM","FSM","KFSM Gnd/Twr/App","https://www.liveatc.net/play/kfsm1.pls","",""
"North America","United States","Harrison","Arkansas","Boone County Airport","KHRO","HRO","KHRO CTAF/ZME/Misc","https://www.liveatc.net/play/khro.pls","",""
"North America","United States","Walnut Ridge","Arkansas","Walnut Ridge Regional Airport","KARG","ARG","KARG CTAF/Memphis Center","https://www.liveatc.net/play/karg1.pls","","K4M9"
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL Approach (North)","https://www.liveatc.net/play/kbfl_app_118900.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL Approach (South)","https://www.liveatc.net/play/kbfl_app_118800.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL ATIS","https://www.liveatc.net/play/kbfl_atis.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL Departure (North)","https://www.liveatc.net/play/kbfl_dep_126450.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL Departure (South)","https://www.liveatc.net/play/kbfl_dep_119075.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","KBFL Tower","https://www.liveatc.net/play/kbfl_twr.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","ZLA Sector 03","https://www.liveatc.net/play/kbfl_zla03.pls","",""
"North America","United States","Bakersfield","California","Meadows Field","KBFL","BFL","ZLA Sector 27","https://www.liveatc.net/play/kbfl_zla27.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","KBUR Tower","https://www.liveatc.net/play/kbur3_gnd_twr.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Fillmore VHF)","https://www.liveatc.net/play/kbur1_app_120400.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Moorpark Sector) #2","https://www.liveatc.net/play/kbur1_app_128750.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Pasadena VHF)","https://www.liveatc.net/play/kbur3_gnd_twr_119_85.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Valley Sector) #1","https://www.liveatc.net/play/kbur3_gnd_twr_124_6.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Woodland VHF) #1","https://www.liveatc.net/play/kbur3_gnd_twr_134_2.pls","",""
"North America","United States","Burbank","California","Bob Hope Airport","KBUR","BUR","SOCAL Approach (Woodland VHF) #2","https://www.liveatc.net/play/kbur1_app_134200.pls","",""
"North America","United States","Camarillo","California","Camarillo Airport","KCMA","CMA","KCMA App/Dep (Mugu App)","https://www.liveatc.net/play/kcma_app.pls","",""
"North America","United States","Camarillo","California","Camarillo Airport","KCMA","CMA","KCMA ATIS","https://www.liveatc.net/play/kcma_atis.pls","",""
"North America","United States","Camarillo","California","Camarillo Airport","KCMA","CMA","KCMA Ground/Tower","https://www.liveatc.net/play/kcma.pls","",""
"North America","United States","Carlsbad","California","Mc Clellan-Palomar Airport","KCRQ","CLD","KCRQ Tower","https://www.liveatc.net/play/kcrq1.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO ATIS","https://www.liveatc.net/play/kont1_kcno_atis.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO Ground #1","https://www.liveatc.net/play/kcno1_gnd.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO Ground #2","https://www.liveatc.net/play/kont1_kcno_gnd.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO Ground/Tower","https://www.liveatc.net/play/kcno1_gnd_twr.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO Tower #1","https://www.liveatc.net/play/kcno1_twr.pls","",""
"North America","United States","Chino","California","Chino Airport","KCNO","CNO","KCNO Tower #2","https://www.liveatc.net/play/kont1_kcno_twr.pls","",""
"North America","United States","Compton","California","Compton Woodley Airport","KCPM","CPM","KCPM CTAF","https://www.liveatc.net/play/kcpm2.pls","","KHHR"
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR ATIS","https://www.liveatc.net/play/kccr1_atis.pls","",""
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR Gnd/Twr #1","https://www.liveatc.net/play/kccr1_gnd_twr.pls","",""
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR Gnd/Twr #2","https://www.liveatc.net/play/kccr2.pls","",""
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR Ground #1","https://www.liveatc.net/play/kccr1_gnd.pls","",""
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR Tower #1","https://www.liveatc.net/play/kccr1_twr.pls","",""
"North America","United States","Concord","California","Buchanan Field","KCCR","CCR","KCCR Tower #2","https://www.liveatc.net/play/kccr1_twr_r.pls","",""
"North America","United States","Davis","California","University Airport","KEDU","","KEDU CTAF","https://www.liveatc.net/play/kedu.pls","",""
"North America","United States","El Monte","California","San Gabriel Valley Airport","KEMT","EMT","KEMT Ground","https://www.liveatc.net/play/kemt2_gnd.pls","",""
"North America","United States","El Monte","California","San Gabriel Valley Airport","KEMT","EMT","KEMT Ground/Tower","https://www.liveatc.net/play/kemt2_gnd_twr.pls","",""
"North America","United States","El Monte","California","San Gabriel Valley Airport","KEMT","EMT","KEMT Practice Area","https://www.liveatc.net/play/kemt2_pa.pls","",""
"North America","United States","El Monte","California","San Gabriel Valley Airport","KEMT","EMT","KEMT Tower","https://www.liveatc.net/play/kemt2_twr.pls","",""
"North America","United States","Fresno","California","Fresno Yosemite International Airport","KFAT","FAT","KFAT App/Dep","https://www.liveatc.net/play/kfat2.pls","",""
"North America","United States","Fresno","California","Fresno Yosemite International Airport","KFAT","FAT","KFAT ATIS","https://www.liveatc.net/play/kfat_atis.pls","",""
"North America","United States","Fresno","California","Fresno Yosemite International Airport","KFAT","FAT","KFAT Del/Gnd/Twr","https://www.liveatc.net/play/kfat1.pls","",""
"North America","United States","Fresno","California","Fresno Yosemite International Airport","KFAT","FAT","KFAT Del/Gnd/Twr/App","https://www.liveatc.net/play/kfat1_s.pls","",""
"North America","United States","Fresno","California","Fresno Yosemite International Airport","KFAT","FAT","ZOA Oakland Center (Fresno)","https://www.liveatc.net/play/kfat3.pls","",""
"North America","United States","Fullerton","California","Fullerton Municipal Airport","KFUL","FUL","KFUL Ground/Tower","https://www.liveatc.net/play/kful2.pls","",""
"North America","United States","Half Moon Bay","California","Half Moon Bay Airport","KHAF","HAF","KHAF CTAF","https://www.liveatc.net/play/khaf2.pls","",""
"North America","United States","Hawthorne","California","Jack Northrop Field/Hawthorne Municipal Airport","KHHR","HHR","KHHR ATIS","https://www.liveatc.net/play/khhr1_atis.pls","",""
"North America","United States","Hawthorne","California","Jack Northrop Field/Hawthorne Municipal Airport","KHHR","HHR","KHHR Emergency/Guard","https://www.liveatc.net/play/khhr1_guard.pls","",""
"North America","United States","Hawthorne","California","Jack Northrop Field/Hawthorne Municipal Airport","KHHR","HHR","KHHR Ground","https://www.liveatc.net/play/khhr1_gnd.pls","",""
"North America","United States","Hawthorne","California","Jack Northrop Field/Hawthorne Municipal Airport","KHHR","HHR","KHHR Ground/Tower","https://www.liveatc.net/play/khhr1_gnd_twr.pls","",""
"North America","United States","Hawthorne","California","Jack Northrop Field/Hawthorne Municipal Airport","KHHR","HHR","KHHR Tower","https://www.liveatc.net/play/khhr1_twr.pls","",""
"North America","United States","Hayward","California","Hayward Executive Airport","KHWD","HWD","KHWD Ground/Tower","https://www.liveatc.net/play/khwd.pls","",""
"North America","United States","Hemet","California","Hemet Ryan Airport","KHMT","HMT","KHMT CTAF","https://www.liveatc.net/play/khmt2_ctaf.pls","",""
"North America","United States","Jackson","California","Westover Field / Amador County Airport","KJAQ","JAQ","KJAQ AWOS","https://www.liveatc.net/play/kjaq2_awos.pls","",""
"North America","United States","Jackson","California","Westover Field / Amador County Airport","KJAQ","JAQ","KJAQ CTAF","https://www.liveatc.net/play/kjaq2_ctaf.pls","",""
"North America","United States","Jackson","California","Westover Field / Amador County Airport","KJAQ","JAQ","KJAQ Guard","https://www.liveatc.net/play/kjaq2_guard.pls","",""
"North America","United States","La Verne","California","Brackett Field","KPOC","POC","KPOC ATIS","https://www.liveatc.net/play/kpoc2_atis.pls","",""
"North America","United States","La Verne","California","Brackett Field","KPOC","POC","KPOC Ground","https://www.liveatc.net/play/kpoc2_gnd.pls","",""
"North America","United States","La Verne","California","Brackett Field","KPOC","POC","KPOC SOCAL App (Pomona)","https://www.liveatc.net/play/kpoc2_app.pls","",""
"North America","United States","La Verne","California","Brackett Field","KPOC","POC","KPOC Tower/CTAF","https://www.liveatc.net/play/kpoc2_twr.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK ATIS","https://www.liveatc.net/play/klvk1_atis.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK Ground","https://www.liveatc.net/play/klvk1_gnd.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK Ground/Tower #2","https://www.liveatc.net/play/klvk1_gnd_twr.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK Tower","https://www.liveatc.net/play/klvk1_twr.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK Tower (118.1)","https://www.liveatc.net/play/klvk1_twr_118100.pls","",""
"North America","United States","Livermore","California","Livermore Municipal Airport","KLVK","LVK","KLVK Tower (128.2)","https://www.liveatc.net/play/klvk1_twr_128200.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB ATIS #1","https://www.liveatc.net/play/klgb1_es_atis.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Clearance Delivery","https://www.liveatc.net/play/klgb_del.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Clearance Delivery #2","https://www.liveatc.net/play/klgb1_es_del.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Ground #2","https://www.liveatc.net/play/klgb1_es_gnd.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Tower (Rwy 12 Apch, Rwy 30 Dep)","https://www.liveatc.net/play/klgb1_es_twr1.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Tower (Rwy 30 Apch, Rwy 12 Dep) #1","https://www.liveatc.net/play/klgb_twr.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB Tower (Rwy 30 Apch, Rwy 12 Dep) #2","https://www.liveatc.net/play/klgb1_es_twr2.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","KLGB UNICOM","https://www.liveatc.net/play/klgb1_es_unicom.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","SOCAL Approach (Beach VHF) #1","https://www.liveatc.net/play/ksna1_app_125350.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","SOCAL Approach (Beach VHF) #2","https://www.liveatc.net/play/klgb1_es_app_125350.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","SOCAL Approach (Harbor Sector)","https://www.liveatc.net/play/ksna1_app_127200.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","SOCAL Approach (Newport Sector)","https://www.liveatc.net/play/klgb1_es_app_134350.pls","",""
"North America","United States","Long Beach","California","Long Beach Airport (Daugherty Field)","KLGB","LGB","ZLA LA Center (Sector 18 Low)","https://www.liveatc.net/play/klgb1_es_zla_125275.pls","",""
"North America","United States","Los Alamitos","California","Los Alamitos Army Airfield","KSLI","SLI","KSLI ATIS","https://www.liveatc.net/play/klgb1_ksli_atis.pls","",""
"North America","United States","Los Alamitos","California","Los Alamitos Army Airfield","KSLI","SLI","KSLI Ground","https://www.liveatc.net/play/klgb1_ksli_gnd.pls","",""
"North America","United States","Los Alamitos","California","Los Alamitos Army Airfield","KSLI","SLI","KSLI Tower","https://www.liveatc.net/play/klgb1_ksli_twr.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX App (East Feeder)","https://www.liveatc.net/play/kpoc2_klax_app_east_feeder.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX App (Zuma/NW Arr)","https://www.liveatc.net/play/klax3n_nw_feeder.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX App (Zuma/NW Arr) #2","https://www.liveatc.net/play/khhr1_app_124500.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX ARFF/Emergency","https://www.liveatc.net/play/klax3n_arff.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX ARINC 128.9","https://www.liveatc.net/play/klax4n_arinc.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX ATIS (Arrival)","https://www.liveatc.net/play/klax4n_atis_arr.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX ATIS (Departure)","https://www.liveatc.net/play/klax4n_atis_dep.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Clearance Delivery","https://www.liveatc.net/play/klax3n_del.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Dep/West App","https://www.liveatc.net/play/klax7.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Final App (North)","https://www.liveatc.net/play/klax4n_app_fin_n.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Final App (North/South)","https://www.liveatc.net/play/klax6.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Final App (South) #1","https://www.liveatc.net/play/klax3n_app_fin_s.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Final App (South) #2","https://www.liveatc.net/play/khhr1_app_124900.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Ground (Metering)","https://www.liveatc.net/play/klax3n_p_gnd_meter.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Ground (North)","https://www.liveatc.net/play/klax1.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Ground (North/South)","https://www.liveatc.net/play/klax_gnd.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Ground (South)","https://www.liveatc.net/play/klax5.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX SFRA","https://www.liveatc.net/play/klax4n_sfra.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (Helicopters) #1","https://www.liveatc.net/play/klax3n_heli.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (Helicopters) #2","https://www.liveatc.net/play/khhr1_klax_twr_heli.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (North) #1","https://www.liveatc.net/play/klax3.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (North) #2","https://www.liveatc.net/play/khhr1_klax_twr_n.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (North/South) #1","https://www.liveatc.net/play/klax_twr.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (North/South) #2","https://www.liveatc.net/play/khhr1_klax_twr.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (South) #1","https://www.liveatc.net/play/klax4.pls","https://s65.ipcamlive.com/streams/41qjwf1vlhia39m0y/stream.m3u8",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","KLAX Tower (South) #2","https://www.liveatc.net/play/khhr1_klax_twr_s.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL App (Zuma Sector)","https://www.liveatc.net/play/ksmo2_app_124500.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Malibu Sector W/NW Dep) #1","https://www.liveatc.net/play/klax3n_dep_125200.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Malibu Sector W/NW Dep) #2","https://www.liveatc.net/play/ksmo2_dep_125200.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Malibu Sector W/NW Dep) #2","https://www.liveatc.net/play/khhr1_app_125200.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Manhattan Sector SW-NE) #1","https://www.liveatc.net/play/klax3n_dep_124300.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Manhattan Sector SW-NE) #2","https://www.liveatc.net/play/khhr1_app_124300.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","SOCAL Dep (Manhattan Sector)","https://www.liveatc.net/play/ksmo2_dep_124300.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 04","https://www.liveatc.net/play/khhr1_zla04.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 09","https://www.liveatc.net/play/ksan_zla09.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 10","https://www.liveatc.net/play/ksan_zla10.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 12","https://www.liveatc.net/play/ksan_zla12.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 13","https://www.liveatc.net/play/khhr1_zla13.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 21","https://www.liveatc.net/play/khhr1_zla21.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 21","https://www.liveatc.net/play/klax4n_zla_132850.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 30 #1","https://www.liveatc.net/play/kont1_zla30.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 30 #2","https://www.liveatc.net/play/klax3n_zla30.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 30 #3","https://www.liveatc.net/play/ksan_zla30.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 30 #4","https://www.liveatc.net/play/khhr1_zla30.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 31","https://www.liveatc.net/play/ksan_zla31.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sector 40","https://www.liveatc.net/play/ksan_zla40.pls","",""
"North America","United States","Los Angeles","California","Los Angeles International Airport","KLAX","LAX","ZLA LA Center Sectors 04/13/21","https://www.liveatc.net/play/klax8.pls","",""
"North America","United States","Los Angeles","California","Whiteman Airport","KWHP","WHP","KWHP ATIS","https://www.liveatc.net/play/kwhp1_atis.pls","",""
"North America","United States","Los Angeles","California","Whiteman Airport","KWHP","WHP","KWHP Tower","https://www.liveatc.net/play/kwhp1_twr.pls","",""
"North America","United States","Merced","California","Castle Airport","KMER","MER","KMER Tower/CTAF","https://www.liveatc.net/play/kmer2.pls","",""
"North America","United States","Monterey","California","Monterey Peninsula Airport","KMRY","MRY","KMRY App/Dep","https://www.liveatc.net/play/kmry_app.pls","",""
